0.000000 337.834736 197.189754
0.000000 147.812691 86.286082
0.009985 -72.827405 -42.628415
0.019975 0.014211 -1.616682
0.029970 0.146093 -2.401574
0.039965 0.012506 -2.575095
0.059975 -0.134155 -1.999962
0.069965 -0.136997 -0.880819
0.079963 0.133587 0.072478
0.099943 -0.007390 0.853107
0.119926 -0.088110 1.090578
0.139908 0.076741 1.054340
0.149902 0.201233 0.990388
0.159925 0.196685 1.133212
0.169910 0.136997 0.961397
0.239858 0.267173 0.209759
0.249846 0.541736 -0.142824
0.259838 0.778213 0.087826
0.269859 0.728189 0.588350
0.279857 0.606540 0.362816
0.289842 0.515588 -0.020038
0.299837 0.499671 -0.286927
0.309828 1.050502 -0.124065
0.319821 1.456378 0.033681
0.339802 1.427387 0.126197
0.349796 0.796404 -0.038371
0.359788 -0.090953 -0.617767
0.369773 -0.245572 -0.810473
0.379769 -0.663954 0.196543
0.409773 -0.903841 1.394559
0.419763 -0.923169 2.254913
0.429759 -0.953297 2.001241
0.439751 -1.222744 1.203559
0.449740 -1.651926 0.350025
0.459732 -1.311423 -0.367079
0.469723 -0.677028 0.006821
0.479721 0.190432 1.214643
0.489705 0.441120 2.119337
0.519715 0.057414 1.846053
0.529704 0.512745 2.945584
0.539695 3.112283 4.374249
0.559684 0.700335 1.516919
0.569668 -15.145764 -10.990155
0.579663 -32.420602 -23.749685
0.589655 -35.389856 -23.987142
0.599652 -21.741301 -14.511668
0.609636 -6.599738 -4.546916
0.619627 0.466132 0.397776
0.629621 2.597833 1.938143
0.639647 1.614977 2.305648
0.649636 -0.135860 1.013837
0.659626 -0.981151 -0.870587
0.669617 0.703177 -0.397349
0.689599 1.879308 -0.353862
0.699595 2.185136 -0.054145
0.709585 2.397169 -0.559785
0.719579 2.830899 -0.662533
0.759577 3.046343 0.979730
0.789548 2.147049 1.866091
0.809530 1.097116 1.470448
0.819522 0.683281 0.494555
0.829517 0.914642 1.154529
0.839511 1.279021 1.922368
0.849499 1.235818 1.857991
0.859520 0.931127 1.215070
0.869512 0.676460 0.700477
0.879509 0.568454 0.717957
0.889494 0.571864 1.038565
0.899490 0.370632 1.045386
0.909480 0.168831 1.050076
0.919473 -0.013074 1.279021
0.929462 -0.315492 1.148134
0.939454 -0.496829 0.729468
0.949447 0.177926 0.266463
0.959442 0.261489 -0.535483
0.969456 -0.541168 -1.383048
0.979452 -1.551310 -1.838806
0.989443 -1.733784 -1.426108
0.999441 -1.119285 -1.049650
1.009424 -0.947044 -0.771676
1.019416 -0.833922 -0.378164
1.029410 -0.588350 0.230650
1.039404 -0.547421 0.991668
1.049393 -1.254009 1.236813
1.059384 -2.008347 1.845627
1.069375 -2.158987 2.244255
1.079373 -1.683191 3.267897
1.089388 -1.096547 4.401108
1.109373 -1.563248 4.100539
1.119367 -2.359651 2.367041
1.129356 -2.396032 0.806636
1.139349 -2.467657 2.467657
1.149343 -2.797929 3.938530
1.159335 -3.154349 3.098640
1.169320 -2.903661 0.749933
1.179316 -2.142502 -0.465990
1.189306 -2.338618 0.835627
1.199303 -3.315789 1.449131
1.209319 -3.860936 3.439286
1.219310 -4.004186 6.576290
1.229305 -3.073628 8.518258
1.239299 -4.627210 7.470747
1.249287 -7.203433 3.552266
1.259278 -4.233841 -1.539088
1.269269 9.355584 1.325492
1.279266 41.536186 24.853413
1.289251 64.396738 44.536345
1.299246 63.893299 44.942138
1.309237 50.299286 28.313342
1.319261 40.675127 15.761242
1.329248 41.500949 20.020668
1.339241 44.071017 32.684194
1.349237 42.514888 38.833350
1.359229 36.933002 31.545985
1.369214 30.445424 19.990826
1.379209 19.876855 13.392546
1.389201 10.101956 16.350002
1.399198 -6.990264 10.105083
1.409181 -18.541039 -1.878882
1.419173 -15.674413 -6.685006
1.429168 -10.915405 -4.999689
1.439192 -11.330371 -4.275338
1.449181 -18.703043 -6.868758
1.459172 -26.796256 -11.259173
1.469163 -25.129664 -10.154964
1.479159 -19.228843 -5.510869
1.509130 -12.237610 -1.356615
1.519125 -8.600684 -0.441689
1.529112 -10.075808 -6.853409
1.539136 -9.427208 -13.406615
1.549130 -10.176423 -11.260878
1.559123 -10.028058 -2.711950
1.569107 -8.410253 0.355568
1.579103 -7.135219 -2.400722
1.589094 -5.515133 -6.088558
1.599092 -5.358808 -6.701207
1.609075 -7.500164 -4.820626
1.619067 -8.087942 -3.970931
1.629063 -7.175011 -4.560985
1.639056 -7.357483 -7.117739
1.649046 -8.027686 -7.644693
1.659067 -7.780410 -4.662454
1.669056 -4.594240 -2.668037
1.679053 -6.026739 -10.019816
1.689040 -7.366578 -13.592070
1.699035 -2.838857 -3.472114
1.709025 4.344121 3.854541
1.719019 1.109622 -5.595711
1.769002 -10.366853 -24.019542
1.778997 -15.428278 -29.621242
1.788989 -10.922794 -20.523302
1.798986 -3.569320 -13.734891
1.808970 -3.160602 -13.355029
1.818961 -3.997933 -11.682523
1.828957 -5.445213 -10.370264
1.838950 -6.438298 -10.041133
1.848939 -6.010822 -11.372578
1.858930 -5.119490 -13.047643
1.868921 -4.320814 -10.842643
1.878918 -4.141752 -6.890075
1.888934 -4.739764 -4.711910
1.898930 -5.027969 -4.802293
1.908920 -5.312195 -6.298317
1.918913 -5.283204 -8.846964
1.928902 -4.589692 -11.338897
1.938895 -4.011007 -11.996305
1.948888 -3.812049 -9.966950
1.958881 -4.785240 -7.632329
1.968865 -6.638961 -8.135407
1.978862 -10.475427 -11.112940
1.988853 -9.985425 -9.848855
2.038845 -5.983537 -5.393626
2.048833 -1.592239 -1.125112
2.058826 0.341641 0.344483
2.068815 -1.352351 -1.279021
2.078813 -1.263104 -1.372816
2.088798 -1.649653 -1.847332
2.098793 -2.116353 -2.131275
2.108783 -1.952070 -1.859270
2.118777 -1.476274 -1.443588
2.128765 -1.451262 -1.119996
2.138787 -1.794040 -1.222318
2.148783 -2.221517 -1.499012
2.158776 -2.411949 -1.805977
2.168760 -2.265856 -1.903609
2.178756 -3.922329 -3.412426
2.188746 -3.987132 -3.764583
2.218720 -0.401897 -2.120616
2.228714 -0.468406 -0.941359
2.238708 -0.238751 0.364095
2.308678 0.246140 1.416729
2.328659 1.962871 2.026395
2.338652 2.113511 0.579396
2.348647 -1.902046 -1.856712
2.358671 -2.273246 -2.029380
2.368654 -1.524593 -0.574280
2.378650 -1.202280 -0.036665
2.388641 -0.863481 -0.439131
2.398638 -0.542873 -1.429093
2.408623 -0.922032 -2.403280
2.418614 -1.803135 -2.544825
2.428608 -2.266993 -2.248092
2.438603 -2.152166 -1.716872
2.448592 -1.971397 -1.229139
2.458583 -1.801430 -1.018101
2.468603 -1.392712 -0.586644
2.478601 -0.738990 -0.167125
2.488586 -0.429751 0.375606
2.508571 -0.424635 0.465137
2.518565 -0.409855 -0.192279
2.528553 -0.026717 -0.298865
2.548540 0.194411 -0.780629
2.558534 0.226245 -0.969924
2.588536 0.515019 -0.910663
2.598532 -2.108395 -4.204566
2.608517 -5.914186 -6.588653
2.618508 -7.367715 -6.414281
2.628503 -4.842085 -3.060270
2.638496 -1.055050 0.566606
2.648485 -0.055708 1.085462
2.658478 0.084131 1.744584
2.668467 0.235340 1.372816
2.678464 0.255236 0.503082
2.698446 -0.188727 0.051587
2.708466 -0.491712 0.184179
2.738441 -0.458174 -0.086121
2.768412 -0.620751 -0.690671
2.788399 -0.600856 -0.808341
2.798397 -0.643490 -0.307818
2.808381 -0.531504 0.281811
2.818403 -0.290480 0.537615
2.828396 -0.342778 0.621178
2.838390 -0.281953 0.723073
2.848379 -0.395075 0.822837
2.858371 -0.322882 0.917911
2.868360 0.093226 0.748654
2.888375 0.223402 1.038565
2.898371 0.256373 1.254719
2.918322 -0.007390 1.614551
2.928311 -0.223402 1.618814
2.948327 -0.170536 1.255572
2.958322 -0.059119 1.227007
2.968307 0.064235 0.911089
2.978303 -0.093795 0.885509
2.988293 -0.687829 1.045813
2.998291 -1.193753 1.632031
3.008275 0.977172 -0.191427
3.018266 5.753882 -4.026782
3.028260 8.964491 -6.754073
3.038284 7.371695 -6.344788
3.048273 2.674006 -3.001861
3.068255 -0.425203 -0.735863
3.078253 -0.966371 0.189721
3.088237 -0.653722 0.482617
3.098233 -0.164283 0.217860
3.108224 -0.581528 -0.033255
3.118217 -1.899204 1.967560
3.128205 8.535880 2.129570
3.138198 24.527709 -3.329290
3.148193 31.180364 -7.272926
3.158216 22.214231 -7.125413
3.168200 6.299596 -2.257045
3.178197 0.403034 0.847991
3.188187 -0.235908 0.684276
3.198184 0.125060 2.177746
3.208168 0.510471 1.815357
3.258129 0.544579 1.218481
3.268150 0.595171 1.467037
3.288132 0.568454 1.500718
3.298128 0.286501 0.990388
3.308118 -0.045476 0.555948
3.318111 -0.307533 2.021279
3.328100 1.343256 0.963103
3.338092 1.473432 5.585052
3.368063 0.958413 7.502296
3.418054 -0.040929 7.929913
3.428049 -0.549126 5.595711
3.438042 0.590055 1.380490
3.448031 0.202938 4.130809
3.458023 0.321745 3.205225
3.478010 0.183611 2.998024
3.487996 0.399055 1.993993
3.497991 0.634963 1.265804
3.507981 0.509335 1.422698
3.518006 0.519567 1.180963
3.527993 0.484891 1.192047
3.537986 0.733305 1.008721
3.547980 0.719662 0.766134
