0.000000 255.680000 141.264000
0.000000 254.912000 141.696000
0.020010 254.400000 141.984000
0.039998 254.272000 142.272000
0.059979 254.400000 142.704000
0.079962 254.592000 143.616000
0.099943 254.720000 143.328000
0.119931 254.976000 142.992000
0.279857 255.104000 143.376000
0.299838 255.168000 142.944000
0.339806 255.296000 143.760000
0.359793 281.984000 146.016000
0.379799 327.616000 145.008000
0.399789 358.592000 157.488000
0.419768 369.600000 160.944000
0.439756 373.312000 162.096000
0.459737 374.656000 163.152000
0.519719 375.168000 162.624000
0.539700 372.928000 159.456000
0.559687 327.872000 177.792000
0.579694 287.040000 194.064000
0.599682 285.632000 171.360000
0.619663 271.168000 167.280000
0.639650 262.720000 157.104000
0.659631 260.544000 152.640000
0.679615 256.768000 154.848000
0.699626 255.936000 152.400000
0.719613 255.488000 153.408000
0.739593 255.936000 151.680000
0.839543 249.408000 166.320000
0.859525 255.104000 157.248000
0.879508 255.808000 153.024000
0.899490 257.024000 150.720000
0.919507 257.216000 145.776000
0.939487 260.736000 143.184000
0.959476 263.104000 143.616000
0.979451 263.808000 142.992000
0.999440 265.344000 143.088000
1.019420 266.560000 140.832000
1.039407 267.904000 139.248000
1.059419 269.248000 138.528000
1.079402 270.336000 137.712000
1.099384 270.592000 137.136000
1.119372 270.784000 136.992000
1.139351 271.744000 135.888000
1.159370 271.808000 136.224000
1.179345 272.320000 135.840000
1.199334 272.704000 135.312000
1.239301 273.088000 135.600000
1.259314 272.896000 135.792000
1.279297 272.832000 135.984000
1.319265 272.896000 136.080000
1.339245 272.832000 135.984000
1.359234 273.024000 135.264000
1.379241 273.088000 135.360000
1.399228 272.704000 135.456000
1.419209 272.576000 135.648000
1.439196 270.400000 142.128000
1.459177 269.696000 150.624000
1.479191 269.632000 154.608000
1.499171 270.080000 156.912000
1.519159 270.528000 158.928000
1.539140 270.976000 160.512000
1.559128 271.552000 162.768000
1.579103 271.872000 164.304000
1.599122 272.128000 165.984000
1.619103 272.192000 167.616000
1.639091 272.384000 170.976000
1.659071 273.600000 176.496000
1.679054 311.808000 183.072000
1.699036 358.784000 184.416000
1.719054 379.264000 189.888000
1.739034 386.560000 191.904000
1.759021 389.056000 192.096000
1.778998 389.632000 192.384000
1.799017 389.568000 191.616000
1.818997 389.120000 188.928000
1.838984 388.800000 185.520000
1.858965 387.648000 179.808000
1.878949 392.320000 171.456000
1.898930 399.296000 164.880000
1.918917 392.640000 160.752000
1.938928 391.232000 157.008000
1.958917 389.888000 155.424000
1.978892 391.552000 153.024000
1.998880 389.440000 152.448000
2.018861 388.544000 153.216000
2.038879 394.240000 155.664000
2.058860 390.272000 155.280000
2.078843 388.544000 156.816000
2.098824 387.712000 161.904000
2.118812 387.200000 164.016000
2.138791 386.560000 165.504000
2.158780 385.600000 166.464000
2.178786 384.896000 168.048000
2.198775 384.320000 169.248000
2.218755 383.872000 170.304000
2.238743 382.912000 171.696000
2.258722 382.016000 172.752000
2.278737 380.992000 173.904000
2.298719 379.328000 175.008000
2.318706 377.664000 176.304000
2.338686 376.064000 177.552000
2.358674 374.784000 178.464000
2.378680 373.824000 179.232000
2.398669 372.864000 179.424000
2.418649 371.904000 179.856000
2.438637 371.008000 179.760000
2.458618 370.176000 179.712000
2.478601 369.728000 179.472000
2.498613 369.408000 179.184000
2.518599 369.152000 178.848000
2.578545 369.344000 177.936000
2.598563 369.536000 177.696000
2.618543 369.856000 177.408000
2.638530 370.368000 176.928000
2.658512 370.816000 176.640000
2.678495 371.136000 176.400000
2.698476 371.264000 176.256000
2.718494 371.456000 176.640000
2.738474 371.904000 176.112000
2.758461 374.080000 174.480000
2.778438 374.336000 174.096000
2.798427 374.784000 173.328000
2.818438 375.616000 172.272000
2.838424 376.704000 171.024000
2.858406 377.856000 169.872000
2.878388 379.136000 168.576000
2.898370 380.544000 167.232000
2.918357 381.952000 166.080000
2.938337 382.912000 165.024000
2.958356 383.424000 163.776000
2.978338 384.000000 163.200000
2.998321 384.640000 162.864000
3.018300 385.024000 162.768000
3.038288 385.472000 163.104000
3.058269 385.728000 163.200000
3.078288 386.304000 163.488000
3.098264 386.752000 163.248000
3.118253 386.432000 162.816000
3.138232 387.072000 162.240000
3.158221 387.136000 161.952000
