0.019975 371.779282 214.952615 0.549693 47.323427 0.039968
0.609636 327.237424 198.967322 0.669630 195.750997 0.239859
1.519125 449.920000 351.504000 0.009987 36.587393 0.039995
1.569107 419.483429 331.200000 0.069949 26.915593 0.020011
1.659067 398.080000 314.880000 0.019986 15.317186 0.019982
1.699035 389.546667 302.160000 0.069967 89.268269 0.109916
1.878918 353.840000 220.344000 0.039995 28.755954 0.039968
1.958881 340.480000 194.880000 0.009984 50.289131 0.069980
2.038845 303.792208 160.485195 0.989415 11.395607 0.010024
3.038284 301.525333 149.317333 0.099914 43.108973 0.030002
3.168200 344.081067 156.201600 0.429741 56.157383 0.059976
3.657917 365.708800 208.027200 0.119931 50.819609 0.049959
3.827807 373.073067 157.744000 0.189900 58.573894 0.059986
4.077693 373.904000 216.312000 0.219844 21.641810 0.020014
4.317551 370.067692 237.611077 0.169885 96.037967 0.059985
4.547421 274.032000 238.272000 0.049961 21.646664 0.089948
4.687330 252.389333 237.856000 0.119931 64.557517 0.039969
4.847230 263.823059 174.319059 0.209886 167.727287 0.079962
5.137078 96.704000 160.048000 0.029977 52.621322 0.119926
5.286981 149.312000 161.232000 0.009997 34.711037 0.079962
5.376940 180.320000 176.832000 0.019988 13.392870 0.009985
5.406913 169.216000 184.320000 0.019985 21.199932 0.019983
5.446881 190.297600 182.083200 0.049991 27.897083 0.029971
5.526843 218.005333 185.328000 0.029980 49.387609 0.099944
5.656767 266.176000 196.224000 0.049989 20.485691 0.009998
5.716754 285.770667 202.200000 0.059943 27.360469 0.019989
5.796686 310.378667 214.160000 0.030002 21.293548 0.019981
5.846669 330.026667 222.368000 0.029978 39.254232 0.059976
5.936623 365.312000 239.568000 0.009995 89.774134 0.049962
5.996580 277.056000 223.128000 0.019981 22.569565 0.030002
6.046563 299.072000 228.096000 0.009992 141.632984 0.089927
6.146482 157.440000 227.568000 0.020012 63.531957 0.099920
6.266414 220.688000 221.568000 0.039993 12.565502 0.009997
6.316404 232.896000 218.592000 0.009986 91.130500 0.069979
6.396369 155.136000 266.112000 0.009983 60.550171 0.119932
6.526284 208.204800 236.956800 0.049960 34.490771 0.049989
6.626233 232.658286 212.633143 0.069942 56.663122 0.069971
6.766146 278.071138 178.745354 0.739566 119.069970 0.069972
7.575684 395.776000 196.723765 0.189902 129.166428 0.059950
7.825536 521.472000 226.464000 0.059978 7.826355 0.169891
8.055405 521.280000 234.288000 0.009995 73.797982 0.159926
8.225326 449.088000 218.976000 0.009993 17.254055 0.059949
8.295268 443.776000 202.560000 0.209884 75.678162 0.059950
8.565102 368.121806 204.464516 0.329818 46.233722 0.039995
8.934915 414.019368 198.899368 0.209857 286.732877 0.119932
9.264704 169.984000 349.440000 0.010022 6.567586 0.009985
9.284711 176.512000 348.720000 0.009997 20.788458 0.029971
